ROA(C) before interest and depreciation before interest,ROA(A) before interest and % after tax,ROA(B) before interest and depreciation after tax,Operating Gross Margin,Realized Sales Gross Margin,Operating Profit Rate,Pre-tax net Interest Rate,After-tax net Interest Rate,Non-industry income and expenditure/revenue,Continuous interest rate (after tax),Operating Expense Rate,Research and development expense rate,Cash flow rate,Interest-bearing debt interest rate,Tax rate (A),Net Value Per Share (B),Net Value Per Share (A),Net Value Per Share (C),Persistent EPS in the Last Four Seasons,Cash Flow Per Share,Revenue Per Share (Yuan ¥),Operating Profit Per Share (Yuan ¥),Per Share Net profit before tax (Yuan ¥),Realized Sales Gross Profit Growth Rate,Operating Profit Growth Rate,After-tax Net Profit Growth Rate,Regular Net Profit Growth Rate,Continuous Net Profit Growth Rate,Total Asset Growth Rate,Net Value Growth Rate,Total Asset Return Growth Rate Ratio,Cash Reinvestment %,Current Ratio,Quick Ratio,Interest Expense Ratio,Total debt/Total net worth,Debt ratio %,Net worth/Assets,Long-term fund suitability ratio (A),Borrowing dependency,Contingent liabilities/Net worth,Operating profit/Paid-in capital,Net profit before tax/Paid-in capital,Inventory and accounts receivable/Net value,Total Asset Turnover,Accounts Receivable Turnover,Average Collection Days,Inventory Turnover Rate (times),Fixed Assets Turnover Frequency,Net Worth Turnover Rate (times),Revenue per person,Operating profit per person,Allocation rate per person,Working Capital to Total Assets,Quick Assets/Total Assets,Current Assets/Total Assets,Cash/Total Assets,Quick Assets/Current Liability,Cash/Current Liability,Current Liability to Assets,Operating Funds to Liability,Inventory/Working Capital,Inventory/Current Liability,Current Liabilities/Liability,Working Capital/Equity,Current Liabilities/Equity,Long-term Liability to Current Assets,Retained Earnings to Total Assets,Total income/Total expense,Total expense/Assets,Current Asset Turnover Rate,Quick Asset Turnover Rate,Working capitcal Turnover Rate,Cash Turnover Rate,Cash Flow to Sales,Fixed Assets to Assets,Current Liability to Liability,Current Liability to Equity,Equity to Long-term Liability,Cash Flow to Total Assets,Cash Flow to Liability,CFO to Assets,Cash Flow to Equity,Current Liability to Current Assets,Net Income to Total Assets,Total assets to GNP price,No-credit Interval,Gross Profit to Sales,Net Income to Stockholder's Equity,Liability to Equity,Degree of Financial Leverage (DFL),Interest Coverage Ratio (Interest expense to EBIT),Equity to Liability,Liability-Assets Flag,bankrupt_status
0.3450560202611536,0.44387635179154133,0.3933335235455597,-0.0036115507659422604,-0.004961977310490949,0.2063011757485592,0.17435376636650046,0.1618054247047834,0.1352417733246388,0.17784891068631364,-0.6022128898594321,1.2099677067266559,-0.5030748559077521,-0.12762553713566735,-0.5639424304114422,0.7317198644043549,0.7317066243128878,0.7281995037460942,0.36092500132330246,-0.6251977896783849,0.23343197788851647,0.061761533446417945,0.2958266247971907,-0.04160569191808454,0.04630993443446666,0.083105600916032,0.08075471182725645,0.08751876205398812,-1.7596129179313449,-0.04108818083718798,0.05954844152545265,-0.2892570771994583,-0.26823962411744195,-0.06719131406875949,0.019373923095027643,-0.053074489340881194,-0.7554802229108111,0.7554802229108125,-0.09988124520457912,-0.17702821146443304,-0.06038477026197895,0.05696988481169012,0.301895038953306,-0.12468107610987825,0.31996750063149254,-0.053483899060090455,-0.05187340883138455,-0.7089119618750438,-0.504078974512031,-0.14297925794956023,-0.05307448926858725,0.09023343781327248,-0.06791457135310366,-0.16582808491360687,-0.012529795455922659,-0.6126830225316316,-0.5786183444852543,-0.07526424178710919,-0.17940035044455657,-0.49379696700473685,-0.4693087052985386,-0.06283935453973816,-0.10729485721455023,0.34564108117145553,0.07097518071985302,-0.14483113607927695,-0.08928213200906057,0.4829844089441534,0.10056715738004432,-0.2810922849973966,2.673841457854637,1.9544390806841578,-0.005751746831406189,-0.32602344133004546,-0.0750474536530225,-0.06719131425794819,0.34564108117145553,-0.14483113607927695,-0.17960039594584612,-0.41156367678295963,-0.13316829086895393,-0.706006520759193,-0.07919563352110548,-0.18165713916407802,0.49268788044627476,-0.09872124896414734,-0.008391677312206254,-0.003799966302713476,0.1492700790195765,-0.16521547281315935,-0.06230288439777275,0.0795363069486146,0.04887011830824823,0,0
-0.8116386447198841,-0.7337063789887375,-0.6067549101752925,-3.246263099141474,-3.2571669827165586,-0.8827082996573489,-0.19823377451728033,-0.0826271072056768,0.02095823382639429,-0.09364804542016648,1.6550660081579258,-0.7147784783103341,-0.3548159119628684,-0.12762553713398905,-0.5639424304114422,-0.7542654077883456,-0.7515691766137953,-0.7537852984006101,-0.45021977718118117,-0.3282646464548446,-0.6620172223882661,-0.7930363407626398,-0.6133694161475949,-0.42280007515424445,0.020224410275816375,0.05607771936206364,0.05372541652403634,0.07704798198820721,0.019485670295159144,-0.041088180837504415,-0.08101272026966548,-0.16563212658127013,-0.77868464727051,-0.06719131407998762,-0.046204497859388016,-0.053074489283897235,0.5418045870971034,-0.541804587097103,-0.1131887500483377,0.054008529078748195,-0.06991304448662902,-0.797610999109693,-0.6553667828329318,-0.23428807428654738,-0.8122917942005387,-0.05348389904245087,-0.05187340915107768,1.706635104777318,0.7296943678785228,-0.5280551562981384,-0.053074489298835154,-1.3271914103096452,-0.06791457123149033,-1.6204188441810374,-1.376543395125308,-1.6604546865710514,-0.7364948641862036,-0.6313075867417496,6.209530495750233,0.11684389814285075,-0.2841583568050001,-0.1124736518779468,-0.10729485721352348,-0.5513504953151875,-0.12925752163050952,-0.054066617464931556,-0.08928213193118244,-0.7905983894255917,-1.0357805747800612,-0.46769066637327517,-0.44120651876035905,1.1883145579474415,-0.15267645552071651,-0.7343477239609266,-0.01747115227383305,-0.06719131333976938,-0.5513504953151875,-0.054066617464931556,0.02162842686135741,-0.003695282919368691,0.034576029458613565,-0.5733290953179628,0.004954594402594142,2.2527889956449703,-0.637597594253279,-0.09872124896375488,0.14350109586262616,-3.2463664764390874,-0.008416878196897595,-0.032896605516439414,-0.07588772624810074,-0.08267397702132598,-0.32762814137979296,0,1
-4.217048469874328,-3.776017218537409,-4.304281400542275,-1.214286250151868,-1.2192035504557432,-0.10799614544943778,0.009031402683407935,0.029151570369652848,0.03903891320988866,0.003656757954071216,1.1975094747760202,-0.6714210379316061,-0.6569734046519174,-0.12762553713379304,-0.5639424304114422,-1.0512258403682695,-1.0479881463849847,-1.049946273988858,-1.7881678221600512,-0.6159186289526541,0.1390927702600456,-1.0637641132394118,-1.6359825501345524,-0.2008478107615924,0.006954723586956462,-0.7328638879632356,-0.7352574580239566,-0.33389517301614324,-0.6849172757140365,-0.041088180837669123,-0.6710732015770102,-1.026773049723027,-0.1334546768458559,-0.0671913140740401,-0.01691833721031203,-0.053074489274502534,0.6555771586699873,-0.6555771586699856,0.10457197620068884,0.04739811850097945,-0.06991304448662902,-1.0711980275121618,-1.5909719963637023,0.42408244251136773,2.2385179724302,-0.05348389904742948,-0.05187340912008593,1.9973667619672482,-0.5040789745036286,1.0523605098408217,-0.053074489023942906,-2.7351063792598644,-0.06791457137251418,0.7641467051079315,0.6319192093728435,1.6643150493609737,-0.3079706121075907,-0.2831867667420201,-0.17940035044420666,0.9515796852319951,-0.6472131839422947,0.02851249095783565,-0.10729485720069347,0.5573786805447686,0.25013875098302785,0.021945125729150947,-0.08928213201016047,-2.815057559528113,-0.71358382923687,2.148077802490595,2.0380448925021954,0.413350136871455,-0.0019496893535946665,-0.3783727083340046,-0.0044860364913429035,-0.06719131457104098,0.5573786805447686,0.021945125729150947,-0.09447227724986469,-0.1001307841082851,0.014665569579964465,-1.7623302862550343,-0.036204241391815155,-0.32328124108012074,-4.150975014782614,-0.09872124896465842,-0.025473234684266093,-1.2142406909838062,-0.5800554760102535,-0.011076465443606893,-0.07118674714040264,-0.019769052909254098,-0.34522759233371114,0,1
-3.0471900358212696,-3.0014460515732924,-3.035207687973527,-0.8723623653556157,-0.8762722940401902,-0.3595425055104703,-0.013765540544799974,0.013258368567322975,0.08182822991752906,-0.0030111042809648977,-0.6022128898593844,1.659750499440563,-0.8552368444835722,-0.1276255371355081,-0.5639424304114422,-0.931731801760412,-0.9287119872340284,-0.9307739292302407,-2.0152001922306133,-0.8989330310874982,0.2113937203687513,-2.0890202145634875,-1.8665353294334306,-0.1290167969465793,-0.03856385065186681,-0.11426559148253652,-0.11662680447979198,-0.006028003255674961,-1.0044005790952564,-0.041088180837739484,-0.4462665421607682,-0.9965018717463018,-0.14080268232783086,-0.06719131407120578,-0.013365480986540461,-0.05307448927121537,0.6921138788092558,-0.6921138788092545,-0.10202941146336303,-0.03618599425642657,-0.06991304448662902,-2.1027018882878994,-1.9939041206024808,0.41246242509082953,1.2006136188341772,-0.0534838990588225,-0.051873408901777655,-0.7089119618751507,-0.5040789745117924,0.3744664804563448,-0.053074489250455825,-1.4721038548461762,-0.06791457136482451,0.6115466250029626,0.815890499980522,1.2507937811769083,-0.19285451547272436,-0.1955520865410067,-0.179400350443612,0.6688443666588861,-0.7793211704239882,0.0020964037094717415,-0.10729485720448713,0.09433893442985752,0.22935204568670356,0.0046110970249276205,-0.08928213200425951,-2.557093295160477,-0.5320148378908078,2.8175102433687473,2.4358617378623824,-0.5360549447661223,-2.1110762224615276e-05,-0.09045173981222941,-0.15828131053077144,-0.0671913143261411,0.09433893442985752,0.0046110970249276205,-0.00412432484615317,-2.0413986178512444,-0.38727597771453476,-2.213619213028406,-0.8635898976371407,-0.31676515424429375,-3.6866827214040008,-0.09872124896292692,-0.015940698795940688,-0.8723334440578991,-0.5206469193934103,-0.0034419600913783662,-0.07037110948515336,-0.009663590711655526,-0.3505711037124577,0,1
-1.4263294266048991,-1.5941040826914774,-1.3833696740506929,-1.5136530849091494,-1.5194523758153309,-0.7564830233639426,-0.1920892859125132,-0.12728946017292087,-0.006382092680425177,-0.11158229556943347,-0.6022128898593533,-0.7147784783103341,-0.4391593348495291,-0.12762553713425856,-0.5639424304114422,-1.2180442507019924,-1.2145023883679844,-1.2163155869686912,-1.2701813467563752,-0.5904009369568483,-0.4308088364791488,-1.4723625105886178,-1.4742237453038958,-0.1510227013339181,0.038743505851050755,0.08842128545953008,0.08607067441863005,0.09128081690848626,-0.8080915613549888,-0.041088180837813945,0.32311486980646265,-0.5142798897116723,-0.5333041722337065,-0.06719131407919643,-0.033288039251149905,-0.05307448889687706,1.8279896340247386,-1.8279896340247386,-0.10807936655632926,1.3128002996258143,-0.06991304448662902,-1.4641638976437563,-1.5544140521526806,0.7813160188219147,-0.5606786175711995,-0.053483899049760295,-0.051873409099382074,0.5158724662866473,-0.5040789745121164,-0.0667663197347362,-0.0530744892967252,-1.2289226588583315,-0.06791457134871674,-0.9712244246256493,-0.7670380206523132,-0.31604895896729074,-0.5875888795574195,-0.5403410753717489,-0.17940035044513708,0.8458379334709992,-0.3367447213985904,-0.28965744609855754,-0.10729485720699557,-0.7606665168709769,-0.2347089948193364,0.597640573591626,-0.08928213196254578,-1.2673823653030125,-0.5896570083114285,0.9197628566194237,-0.4412065187603312,1.8012141761368146,-0.04783603607458601,-0.7837056042789453,0.03873060822880823,-0.06719131418247198,-0.7606665168709769,0.597640573591626,1.6053782635617242,0.1545214472173006,0.06101903171928014,-0.9928697873432216,0.20223133024700343,0.357242737994457,-1.8738279231854231,-0.09872124896506888,-0.038869323352117686,-1.5138637511507855,-1.1467531993463538,0.8657943582508578,-0.07463234449738194,-0.06505070599520765,-0.4704220004019042,0,1
-0.8608596942935332,-3.6640695619218056,-3.256347429152167,-0.055462669204297536,-0.056965858827023465,-0.32572570512896704,0.0025307118407402606,-0.12581591828401345,0.09055179220749003,-0.13986322849710695,-0.6022128898593321,1.1289257620935194,0.27067892255027437,-0.12762553712964014,-0.5639424304114422,-1.2073962670636769,-1.2038738197307788,-1.205696269118922,-0.763215860191082,0.07537884511454641,-0.6063416244435963,-0.5198018296518229,-0.30658547595148333,0.07967178722072088,0.040251786714192335,0.06880391602982908,0.06645227886184257,0.08082394008879361,-1.154519239720167,-0.04108818083774711,-0.20321999151416262,0.9671026521137522,-0.4009864384816195,-0.0671913140738663,-0.012468965864616353,-0.05307448929589386,0.37022074948108535,-0.37022074948108447,-0.0899466181400502,-0.22403343420256305,-0.06991304448662902,-0.5247811303799227,-0.3273387073308443,0.09489718411241094,0.19416091231682023,-0.05348389905697649,-0.051873408971914635,-0.708911961875149,-0.504078974511584,-0.20314736706652378,-0.05307448931579352,-0.35763658608244925,-0.06791457137227785,-0.4040832120539229,0.45999078845966396,0.5026984947103855,0.10052957723853469,-0.3331347346967433,-0.1794003504429356,1.0763421683031968,0.3981097176015888,0.5525151168453496,-0.10729485720977296,1.2113847054678406,0.055716205417852105,-0.00409507465305042,-0.08928213201641651,-5.964368660609064,-0.6957800746211164,2.6927155315083904,-0.44120651876035927,1.6155763110121486,-0.016098993625931337,1.0126221006283378,0.02919587421615787,-0.06719131446426514,1.2113847054678406,-0.00409507465305042,-0.21033726722575588,0.2395919587094382,0.09042464692469168,1.4459401420951818,0.09227012467750995,0.02445391455365461,-4.809589752614534,11.809255828894967,-0.01993994598171539,-0.05532443084341479,-0.5620514552642771,-0.06075366026504375,-0.07070383521035473,-0.013759084465052708,-0.298412779773798,0,1
0.955740437645995,0.8586157653483701,0.834446041569455,1.109720011174441,1.111649667327358,0.6871507597917225,0.295685153664087,0.22253640112737416,0.1384582823254727,0.2611741959952711,2.4420632455748037,2.458013654076957,0.4200657874550161,-0.12762553713686792,1.3725327599808892,0.9044538212038183,0.9041256266499,0.9004684377535868,1.0265927271612183,0.8733866675277361,-0.12884604484867768,1.2449421687152784,1.1566809539534912,-0.0622473638725047,0.03759750813640013,0.07809008499477785,0.07718267720877933,0.0855608578535024,0.6738490627627179,-0.0410881808372095,0.03845856729018468,0.12564857898484777,0.13879697152285173,-0.06719131406252399,0.009777890864249553,-0.05307448931626726,-0.014571037302020544,0.01457103730202097,-0.10271280220345866,-0.05237475485504738,-0.06991304448662902,1.2383913607821333,1.2315397181018544,-0.23133753694779322,-0.5292269704925319,-0.05348389904026923,-0.05187340916102407,2.15201126047253,-0.5040789745121388,-0.3996965235152774,-0.05307448929581981,0.7092812868177492,-0.0679145713372996,0.48994772271983456,0.334211057532473,-0.15356062700037712,1.1807720148639067,0.24955881670390423,-0.17940035042952437,-0.7842244441057369,0.1795567735503655,-0.0691736130061822,-0.10729485721064556,-1.4997247880801696,0.1568542481795719,-0.14091654618950952,-0.08928213197628888,0.9573348354880781,0.8332943348479096,-0.6690564069135019,-0.4412065187603016,-0.6975304210967113,0.06348271872431031,-0.8682122781566334,-0.1545375402654649,-0.06719131414850575,-1.4997247880801696,-0.14091654618950952,0.0728003403411947,-0.38142043240524337,-0.06931783025446286,0.6703853584426334,-0.10242961872190336,-0.5034538580585998,0.7691350788302399,-0.09872124895638924,0.16417265777765222,1.1094943456102746,0.1852505562114028,-0.10805852161246929,-0.06608909192030263,0.03995387247727084,-0.2172367689474127,0,0
0.3627984916190991,0.44174401547504694,0.365909861710746,-0.22960416131794367,-0.23162040429756653,0.28171083221586424,0.18989308899651097,0.1675943392685192,0.13192779435420104,0.1842868466373391,0.6972476649451365,-0.7147784783103341,0.11151674266009114,-0.1276255371371864,1.3957384544112155,1.1742027400413426,1.1733826987926377,1.1694911566146085,0.4006005611414405,0.242403738177809,0.0706581811197224,0.28486127187637345,0.41296231105387043,-0.013858874721182468,0.04444050788954495,0.09616373008140447,0.0938135240250856,0.09251984149638491,0.4967860271538491,-0.041088180837260874,0.06878238646089592,0.01663000095682382,0.001705715961307173,-0.06719131406529971,-0.002308461149677378,-0.053074489343269596,-0.8535281301199731,0.8535281301199689,-0.10808236200728853,-0.19217626602457066,-0.06991304448662902,0.28664165219750837,0.44097417453867366,-0.1495967247482388,-0.12035555846985503,-0.05348389906098548,-0.05187340876163177,-0.7089119618751252,-0.5040789745121391,-0.359584450770635,-0.05307448922817534,0.4085879644044681,-0.06791457128749846,0.19538331976988565,-0.09700297478597901,-0.5434681006194617,0.12395629907530681,0.10538478115636439,-0.17940035043785835,-0.8635795865557816,0.08413132057233742,-0.06120713316796758,-0.1072948572105754,-0.4793444021667681,0.10066036395557558,-0.16169942771424553,-0.08928213201641651,1.1022455463375418,0.5973687365936847,-0.7784561467219133,-0.4412065187603496,-0.6975304210967485,0.01819551768759589,-0.868212278156727,0.1673017410872911,-0.06719131396061372,-0.4793444021667681,-0.16169942771424553,-0.21033726722575588,0.7067551484994701,0.3256101796892135,0.21907678010134582,0.16427405962985436,-0.4254728844448988,0.5006675229435436,-0.09872124896241274,0.138147335807336,-0.22975045736971156,0.14946735284250615,-0.1707537463108168,-0.0683090180804257,0.014924008665289791,0.1038137277578441,0,1
0.5247700849835907,0.5936729780247934,0.5146978142188046,4.147412893270093,4.158292159946411,0.2909335959563374,0.206501018340509,0.18075096327676213,0.14762045947940658,0.2028189051249174,-0.6022128898591492,-0.7147784783101381,0.7128239388119623,-0.1276255371389382,0.7059691923789023,-0.03375184826179162,-0.03236936549568448,-0.0352114572323457,0.34108722141421044,0.1913683541862626,-0.4439544637716402,0.08181544251878343,0.3069824044406906,-0.057737044400403115,0.03464862567963397,0.07759933312026979,0.07524815601476748,0.08473811281350316,0.45059567003849205,-0.041088180837267785,0.021244669941445627,0.08077102841798103,1.8415497455105145,-0.06719131402948632,-0.010543118565725276,-0.05307448935824551,-1.6522485817719075,1.65224858177191,0.15360194541039401,-0.22403343420256305,-0.06991304448662902,0.08321808679863989,0.32851875919391443,-0.222886615187396,-0.08890391139118957,-0.053483899059717524,-0.05187340885460701,-0.7089119618751505,-0.5040789745107435,-0.4398085962599222,-0.05307448932802809,0.041325487782183416,-0.06791457137373333,2.016358435400482,2.125037014364923,1.120293260932885,4.209130634181348,2.168003346726666,-0.17940035037944593,-1.2258599402821098,0.8744629992056979,-0.09275406395286845,6.520678508080557,0.9464073499093598,0.21143718558496194,-0.18244815138953202,-0.08928213201641651,0.6449218638159002,0.019786058485762887,2.2254731665636784,-0.44120651876030265,-0.6975304210967008,0.10979177504343826,-0.8682122781565559,-0.01038172873566238,-0.06719131456149664,0.9464073499093598,-0.18244815138953202,-0.21033726722575588,-0.025829824437130337,-0.011272038675616396,0.6134891114156387,0.009458998235291791,-0.836171437300638,0.635527154485137,-0.09872124896535574,-0.0036121033993097274,4.147222978764983,0.15530342291515398,-0.20552718254260444,-0.06973978480315232,-0.0019924553682217345,1.1216917121655519,0,0
0.1075358391789575,0.286083464371457,0.18211297920078703,-0.41499636780978,-0.4175588108519422,0.2419263611790163,0.16001662628941327,0.15036793290012618,0.10989958119711064,0.16161611503829634,0.13597831732999863,-0.5498581209819016,-0.1707141464048941,-0.1276255371298239,-0.5639424304114422,0.037234709327035105,0.038487758752408924,0.03558399509950668,0.13609682902041198,-0.11948353012583557,-0.36701388050087874,0.03418740847194215,0.10803766746504956,0.6821558076678744,0.05313871585364831,0.1021671025267046,0.09981721048919943,0.09525632748409257,0.5314287949903669,-0.04108818083730084,0.05761045308219226,-0.03078778832137567,-0.6281846225812698,-0.06719131407691079,1.029181993001814,-0.053074489268951114,0.7166258556115377,-0.7166258556115368,-0.1122396200160701,0.06246908372494065,-0.06402917670045244,0.033750321515528446,0.11453557487186307,-0.2156013378077634,-0.7493885000432037,-0.053483899050394273,-0.051873409092680005,-0.7089119618751238,0.9800777814813446,-0.4037077307897431,-0.05307448920662705,0.32164049768254904,-0.06791457094526136,-0.8298235794938265,-1.3301323506695912,-1.7161339196702554,-0.6459849361193223,-0.49571865498608353,-0.1794003504447173,-0.9291605924995806,-0.14629104227601142,-0.13598653212998474,-0.10729485721269688,-2.2437469465377657,-0.0135359493579991,-0.12188059322992109,-0.08928213183363909,0.3614348992472784,-0.003752730206657513,-0.7610108167719382,2.6916011384510736,1.285553439679409,-0.05501751931152284,0.10772762813133013,0.04699268122184515,-0.06719131338422323,-2.2437469465377657,-0.12188059322992109,0.29341727674416096,0.11673469466717458,0.05980897355351418,-0.1439669763430742,0.05533254927384664,0.7586692657235765,0.3280228011629875,-0.09872124888596784,0.26021678603092485,-0.4147565543853178,0.13585178102303902,0.0018190225693423393,0.5632036496266349,0.8066600931744715,-0.35404509632722636,0,1
